# z (m), U (m/s), V (m/s), M (m/s), Theta (K), Ri (1)
2.680717827459999967e+02, 7.999999999999979572e+00, 7.536565824080669305e-14, 7.999999999999979572e+00, 2.666807482400179765e+02, 2.033532756868227568e+25
2.703837136729999884e+02, 7.999999999999960032e+00, 1.349272771961324960e-13, 7.999999999999960032e+00, 2.667038677100119912e+02, 6.963278415744695282e+23
2.727078739579999933e+02, 7.999999999999990230e+00, 5.534700364517920197e-14, 7.999999999999990230e+00, 2.667271094745290156e+02, 6.485591864741995112e+22
2.750443282900000099e+02, 7.999999999999979572e+00, 8.483171212051084511e-14, 7.999999999999979572e+00, 2.667504741804650052e+02, 1.388944882052117446e+23
2.773931417000000010e+02, 7.999999999999958256e+00, 1.667747732274182470e-13, 7.999999999999958256e+00, 2.667739624780149938e+02, 5.187532266208217499e+23
2.797543795639999757e+02, 7.999999999999960032e+00, 1.378974969508837410e-13, 7.999999999999960032e+00, 2.667975750209699868e+02, 6.132164966868470412e+22
2.821281076029999895e+02, 7.999999999999960032e+00, 1.424449182157557371e-13, 7.999999999999960032e+00, 2.668213124665339819e+02, 5.612264897716112746e+22
2.845143918869999879e+02, 7.999999999999950262e+00, 1.725338687923029977e-13, 7.999999999999950262e+00, 2.668451754754970011e+02, 4.229536697329577487e+23
2.869132988320000095e+02, 7.999999999999960032e+00, 1.466023190461172570e-13, 7.999999999999960032e+00, 2.668691647119550225e+02, 4.976942530463117282e+24
2.893248952100000224e+02, 7.999999999999960032e+00, 1.429715800987442453e-13, 7.999999999999960032e+00, 2.668932808435100128e+02, 9.534001677092779563e+23
2.917492481429999884e+02, 7.999999999999952927e+00, 1.710324371320444997e-13, 7.999999999999952927e+00, 2.669175245414460278e+02, 1.063376883230259943e+24
2.941864251090000266e+02, 7.999999999999950262e+00, 1.646138434817855149e-13, 7.999999999999950262e+00, 2.669418964805739733e+02, 8.508315852512983314e+25
2.966364939439999944e+02, 7.999999999999955591e+00, 1.651382704265047667e-13, 7.999999999999955591e+00, 2.669663973394900154e+02, 6.169169128252900796e+22
2.990995228400000201e+02, 7.999999999999955591e+00, 1.652070299847349754e-13, 7.999999999999955591e+00, 2.669910277999870232e+02, 7.837147523296315363e+22
3.015755803519999745e+02, 7.999999999999950262e+00, 1.678159545722662515e-13, 7.999999999999950262e+00, 2.670157885474520185e+02, 3.645137921800625143e+24
3.040647353979999821e+02, 7.999999999999958256e+00, 1.837274688292292701e-13, 7.999999999999958256e+00, 2.670406802709829890e+02, 1.454989662446907598e+26
3.065670572590000234e+02, 7.999999999999958256e+00, 1.828742761995729938e-13, 7.999999999999958256e+00, 2.670657036635830082e+02, 5.413027791031605490e+23
3.090826155830000062e+02, 7.999999999999950262e+00, 1.639385089088024951e-13, 7.999999999999950262e+00, 2.670908594219479824e+02, 1.501989293866952593e+23
3.116114803869999719e+02, 7.999999999999950262e+00, 1.557378126078270118e-13, 7.999999999999950262e+00, 2.671161482459719991e+02, 1.011898693899806185e+23
3.141537220580000280e+02, 7.999999999999960032e+00, 1.737054962274874942e-13, 7.999999999999960032e+00, 2.671415708395530260e+02, 1.627029630346667639e+25
3.167094113539999967e+02, 7.999999999999969802e+00, 1.467429884375439917e-13, 7.999999999999969802e+00, 2.671671279104900236e+02, 1.924770149340452179e+24
3.192786194099999761e+02, 7.999999999999960032e+00, 1.429201078117290090e-13, 7.999999999999960032e+00, 2.671928201699760166e+02, 1.429238720162080034e+25
3.218614177360000213e+02, 7.999999999999960032e+00, 1.544075688721107512e-13, 7.999999999999960032e+00, 2.672186483330009992e+02, 1.703291030969232380e+24
3.244578782190000084e+02, 7.999999999999960032e+00, 1.548677719145389977e-13, 7.999999999999960032e+00, 2.672446131184630076e+02, 5.366907727366259967e+23
3.270680731269999910e+02, 7.999999999999960032e+00, 1.444020434799502576e-13, 7.999999999999960032e+00, 2.672707152490530120e+02, 1.567152031951437584e+24
3.296920751119999977e+02, 7.999999999999969802e+00, 1.478791177753692362e-13, 7.999999999999969802e+00, 2.672969554514780270e+02, 1.450599258310250162e+24
3.323299572089999856e+02, 7.999999999999960032e+00, 1.849856961214772283e-13, 7.999999999999960032e+00, 2.673233344559340026e+02, 6.957077459225603977e+23
3.349817928370000004e+02, 7.999999999999955591e+00, 1.618948187634959936e-13, 7.999999999999955591e+00, 2.673498529966059891e+02, 4.172997047390390106e+23
3.376476558080000245e+02, 7.999999999999960032e+00, 1.276320950928907471e-13, 7.999999999999960032e+00, 2.673765118119119961e+02, 3.291643967493577426e+24
3.403276203209999835e+02, 7.999999999999990230e+00, 5.432563175124164780e-14, 7.999999999999990230e+00, 2.674033116435219881e+02, 4.668102054223067374e+25
3.430217609690000131e+02, 7.999999999999990230e+00, 5.570377724837072949e-14, 7.999999999999990230e+00, 2.674302532375550072e+02, 1.749622254785374902e+26
3.457301527380000152e+02, 7.999999999999969802e+00, 1.141766478024337590e-13, 7.999999999999969802e+00, 2.674573373438989847e+02, 3.289269235183520263e+25
3.484528710129999922e+02, 7.999999999999990230e+00, 5.166603028109027269e-14, 7.999999999999990230e+00, 2.674845647160209978e+02, 1.222164907184184883e+25
3.511899915760000113e+02, 7.999999999999990230e+00, 5.538509617112347255e-14, 7.999999999999990230e+00, 2.675119361120479766e+02, 8.280470184655667908e+22
3.539415906109999810e+02, 7.999999999999969802e+00, 1.173268931697724983e-13, 7.999999999999969802e+00, 2.675394522939840272e+02, 9.581127382944420410e+22
3.567077447039999925e+02, 7.999999999999968026e+00, 1.517049472608442663e-13, 7.999999999999968026e+00, 2.675671140274100139e+02, 3.357932038123940045e+24
3.594885308460000033e+02, 7.999999999999960032e+00, 1.742262286750219943e-13, 7.999999999999960032e+00, 2.675949220820889991e+02, 6.875087720328033426e+23
3.622840264359999765e+02, 7.999999999999960032e+00, 1.383513850564194915e-13, 7.999999999999960032e+00, 2.676228772324760143e+02, 6.966484803798373058e+23
3.650943092819999833e+02, 7.999999999999990230e+00, 5.434277954252759865e-14, 7.999999999999990230e+00, 2.676509802564380038e+02, 8.214086322671545534e+24
3.679194576040000015e+02, 7.999999999999979572e+00, 8.530322621517641512e-14, 7.999999999999979572e+00, 2.676792319360590113e+02, 1.825006026706862578e+25
3.707595500360000074e+02, 7.999999999999960032e+00, 1.859028751959564963e-13, 7.999999999999960032e+00, 2.677076330579620276e+02, 1.066058271884747676e+25
3.736146656270000221e+02, 7.999999999999960032e+00, 1.878079501742437608e-13, 7.999999999999960032e+00, 2.677361844125160246e+02, 1.000835843642019935e+24
3.764848838440000236e+02, 7.999999999999960032e+00, 1.512442750276425078e-13, 7.999999999999960032e+00, 2.677648867946269888e+02, 5.866744707990004842e+23
3.793702845760000173e+02, 7.999999999999960032e+00, 1.529174434485317511e-13, 7.999999999999960032e+00, 2.677937410034210188e+02, 7.556394884606347245e+24
3.822709481329999903e+02, 7.999999999999960032e+00, 1.533645042857772567e-13, 7.999999999999960032e+00, 2.678227478397677714e+02, 5.832820364748673192e+25
3.851869552499999827e+02, 7.999999999999960032e+00, 1.418065062957187493e-13, 7.999999999999960032e+00, 2.678519080954214928e+02, 3.382858400991240318e+27
3.881183870899999988e+02, 7.999999999999969802e+00, 1.253345682328792544e-13, 7.999999999999969802e+00, 2.678812225745725186e+02, 6.222041468854792682e+25
3.910653252440000074e+02, 7.999999999999990230e+00, 4.184475759561627156e-14, 7.999999999999990230e+00, 2.679106925177077301e+02, 9.708881499485820502e+24
3.940278517369999918e+02, 7.999999999999979572e+00, 8.275289311037680315e-14, 7.999999999999979572e+00, 2.679403206036349729e+02, 1.151635238668315896e+26
3.970060490239999922e+02, 7.999999999999979572e+00, 8.170125634015209803e-14, 7.999999999999979572e+00, 2.679701053591850268e+02, 1.648107846197919980e+26
4.000000000000000000e+02, 8.000000000000000000e+00, 0.000000000000000000e+00, 8.000000000000000000e+00, 2.680000058283064845e+02, 2.581410017125367336e+22
